"id","char_obj_id","skill_id","skill_name","is_active","activetimeleft"
"901","907646107","1","heal","0","0"
"902","907646107","2","Light","0","0"
"903","907646107","3","shield","0","0"
"904","907646107","4","Energy Bolt","0","0"
"905","907646107","5","Teleport","0","0"
"906","907646107","6","Ice Dagger","0","0"
"907","907646107","7","Wind Cutter","0","0"
"908","907646107","8","Holy Weapon","0","0"
"909","907646107","9","Cure Poison","0","0"
"910","907646107","10","Chill Touch","0","0"
"911","907646107","11","Cars Poison","0","0"
"912","907646107","12","Enchanted Weapon","0","0"
"913","907646107","13","Detection","0","0"
"914","907646107","14","Decrease Weight","0","0"
"915","907646107","15","Starrack","0","0"
"916","907646107","16","Fire Arrow","0","0"
"917","907646107","17","Lightning","0","0"
"918","907646107","18","Frozen Cloud","0","0"
"919","907646107","19","Extra Heel","0","0"
"920","907646107","20","Cars Blinds","0","0"
"921","907646107","21","Blessed Armor","0","0"
"922","907646107","22","Turn Undead","0","0"
"923","907646107","23","Weak Elemental","0","0"
"924","907646107","24","none","0","0"
"925","907646107","25","Fireball","0","0"
"926","907646107","26","Physical Enchantment: DEX","0","0"
"927","907646107","27","Weapon Break","0","0"
"928","907646107","28","Vampiric Touch","0","0"
"929","907646107","29","Slow","0","0"
"930","907646107","30","Earth Jail","0","0"
"931","907646107","31","Counter Magic","0","0"
"932","907646107","32","Meditation","0","0"
"933","907646107","33","Cars Paralyze","0","0"
"934","907646107","34","Call Lightning","0","0"
"935","907646107","35","Greater Heal","0","0"
"936","907646107","36","Taming Monsters","0","0"
"937","907646107","37","Remove Cars","0","0"
"938","907646107","38","Cone of Cold","0","0"
"939","907646107","39","Mana Drain","0","0"
"940","907646107","40","Darkness","0","0"
"941","907646107","41","Create Zombie","0","0"
"942","907646107","42","Physical Enchantment: STR","0","0"
"943","907646107","43","Heist","0","0"
"944","907646107","44","Cancellation","0","0"
"945","907646107","45","Eruption","0","0"
"946","907646107","46","Sun Burst","0","0"
"947","907646107","47","Weakness","0","0"
"948","907646107","48","Breath Weapon","0","0"
"949","907646107","49","Heal All","0","0"
"950","907646107","50","Ice Lance","0","0"
"951","907646107","51","Summon Monster","0","0"
"952","907646107","52","Holy Walk","0","0"
"953","907646107","53","tornado","0","0"
"954","907646107","54","Greater Heist","0","0"
"955","907646107","55","Berserker","0","0"
"956","907646107","56","Disease","0","0"
"957","907646107","57","Full Heal","0","0"
"958","907646107","58","Firewall","0","0"
"959","907646107","59","Blizzard","0","0"
"960","907646107","60","Invisibility","0","0"
"961","907646107","61","Resurrection","0","0"
"962","907646107","62","Earthquake","0","0"
"963","907646107","63","Life Stream","0","0"
"964","907646107","64","silence","0","0"
"965","907646107","65","Lightning Storm","0","0"
"966","907646107","66","Fog of Sleeping","0","0"
"967","907646107","67","Shape Change","0","0"
"968","907646107","68","Immune to Harm","0","0"
"969","907646107","69","Mass Teleport","0","0"
"970","907646107","70","Firestorm","0","0"
"971","907646107","71","Decay Potion","0","0"
"972","907646107","72","Counter Detection","0","0"
"899","907646107","73","Death Heal","0","0"
"973","907646107","74","Meteor Strike","0","0"
"974","907646107","75","Greater Resurrection","0","0"
"975","907646107","76","Greater Slow","0","0"
"900","907646107","77","Disintegrate","0","0"
"976","907646107","78","Absolute Barrier","0","0"
"977","907646107","79","Advanced Spirits","0","0"
"978","907646107","80","Ice Spikes","0","0"
